sku,group_skus.0,options.0,options.1,group,fields.name,fields.brand,fields.description,fields.material,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.target_posting_template,fields.target_listing_action,fields.garment_rise,fields.garment_waist_closure,fields.pattern_group,fields.swimwear_style,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.upf_rating,fields.subtype,fields.gender,fields.size_grouping,fields.audience,fields.garment_back_type,fields.garment_closure_type,fields.garment_sleeve_length_type,fields.sheerness,fields.bra_cup_construction,fields.coverage,fields.tax,fields.garment_construction_details,fields.season,options.0,options.1,group,barcode,name,fields.bullet_4_x,fields.bullet_5_x,fields.weight.value,fields.package_height.value,fields.package_width.value,fields.package_length.value,fields.weight.1,fields.package_weight.value,fields.target_color,fields.abn_size,fields.bullet_4_y,fields.bullet_5_y,fields.color,fields.size
CSO010-GRN-XL,variant-111,,,variant,Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit,Coppersuit,"Enjoy the beach all season long in our Lace Up Compression Suit. This sleeveless V-neck swimsuit combines chic solid color with innovative features such as copper-infused fabric, which has anti-bacterial and anti-odor properties to ensure you feel fresh all day on your water adventures. The swimsuit also has UPF 50+ rating and removable cups for support and sun protection. Flaunt your figure with confidence and style this season in this Lace Up Compression Suit!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit - Serrano Pepper, X Large",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Green,X Large,,,Serrano Pepper,XL
CSO010-PURP-S,variant-111,,,variant,Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit,Coppersuit,"Enjoy the beach all season long in our Lace Up Compression Suit. This sleeveless V-neck swimsuit combines chic solid color with innovative features such as copper-infused fabric, which has anti-bacterial and anti-odor properties to ensure you feel fresh all day on your water adventures. The swimsuit also has UPF 50+ rating and removable cups for support and sun protection. Flaunt your figure with confidence and style this season in this Lace Up Compression Suit!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit - Violet Glow, Small",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Purple,Small,,,Violet Glow,S
CSO010-PURP-M,variant-111,,,variant,Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit,Coppersuit,"Enjoy the beach all season long in our Lace Up Compression Suit. This sleeveless V-neck swimsuit combines chic solid color with innovative features such as copper-infused fabric, which has anti-bacterial and anti-odor properties to ensure you feel fresh all day on your water adventures. The swimsuit also has UPF 50+ rating and removable cups for support and sun protection. Flaunt your figure with confidence and style this season in this Lace Up Compression Suit!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit - Violet Glow, Medium",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Purple,Medium,,,Violet Glow,M
CSO010-PURP-L,variant-111,,,variant,Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit,Coppersuit,"Enjoy the beach all season long in our Lace Up Compression Suit. This sleeveless V-neck swimsuit combines chic solid color with innovative features such as copper-infused fabric, which has anti-bacterial and anti-odor properties to ensure you feel fresh all day on your water adventures. The swimsuit also has UPF 50+ rating and removable cups for support and sun protection. Flaunt your figure with confidence and style this season in this Lace Up Compression Suit!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit - Violet Glow, Large",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Purple,Large,,,Violet Glow,L
CSO010-PURP-XL,variant-111,,,variant,Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit,Coppersuit,"Enjoy the beach all season long in our Lace Up Compression Suit. This sleeveless V-neck swimsuit combines chic solid color with innovative features such as copper-infused fabric, which has anti-bacterial and anti-odor properties to ensure you feel fresh all day on your water adventures. The swimsuit also has UPF 50+ rating and removable cups for support and sun protection. Flaunt your figure with confidence and style this season in this Lace Up Compression Suit!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit - Violet Glow, X Large",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Purple,X Large,,,Violet Glow,XL
CSO010-PINK-S,variant-111,,,variant,Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit,Coppersuit,"Enjoy the beach all season long in our Lace Up Compression Suit. This sleeveless V-neck swimsuit combines chic solid color with innovative features such as copper-infused fabric, which has anti-bacterial and anti-odor properties to ensure you feel fresh all day on your water adventures. The swimsuit also has UPF 50+ rating and removable cups for support and sun protection. Flaunt your figure with confidence and style this season in this Lace Up Compression Suit!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit - Pink Posey, Small",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Pink,Small,,,Pink Posey,S
CSO010-PINK-M,variant-111,,,variant,Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit,Coppersuit,"Enjoy the beach all season long in our Lace Up Compression Suit. This sleeveless V-neck swimsuit combines chic solid color with innovative features such as copper-infused fabric, which has anti-bacterial and anti-odor properties to ensure you feel fresh all day on your water adventures. The swimsuit also has UPF 50+ rating and removable cups for support and sun protection. Flaunt your figure with confidence and style this season in this Lace Up Compression Suit!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit - Pink Posey, Medium",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Pink,Medium,,,Pink Posey,M
CSO010-PINK-L,variant-111,,,variant,Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit,Coppersuit,"Enjoy the beach all season long in our Lace Up Compression Suit. This sleeveless V-neck swimsuit combines chic solid color with innovative features such as copper-infused fabric, which has anti-bacterial and anti-odor properties to ensure you feel fresh all day on your water adventures. The swimsuit also has UPF 50+ rating and removable cups for support and sun protection. Flaunt your figure with confidence and style this season in this Lace Up Compression Suit!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit - Pink Posey, Large",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Pink,Large,,,Pink Posey,L
CSO010-PINK-XL,variant-111,,,variant,Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit,Coppersuit,"Enjoy the beach all season long in our Lace Up Compression Suit. This sleeveless V-neck swimsuit combines chic solid color with innovative features such as copper-infused fabric, which has anti-bacterial and anti-odor properties to ensure you feel fresh all day on your water adventures. The swimsuit also has UPF 50+ rating and removable cups for support and sun protection. Flaunt your figure with confidence and style this season in this Lace Up Compression Suit!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit - Pink Posey, X Large",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Pink,X Large,,,Pink Posey,XL
CSO010-BLK-S,variant-111,,,variant,Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit,Coppersuit,"Enjoy the beach all season long in our Lace Up Compression Suit. This sleeveless V-neck swimsuit combines chic solid color with innovative features such as copper-infused fabric, which has anti-bacterial and anti-odor properties to ensure you feel fresh all day on your water adventures. The swimsuit also has UPF 50+ rating and removable cups for support and sun protection. Flaunt your figure with confidence and style this season in this Lace Up Compression Suit!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit - Black, Small",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Black,Small,,,Black,S
CSO010-BLK-M,variant-111,,,variant,Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit,Coppersuit,"Enjoy the beach all season long in our Lace Up Compression Suit. This sleeveless V-neck swimsuit combines chic solid color with innovative features such as copper-infused fabric, which has anti-bacterial and anti-odor properties to ensure you feel fresh all day on your water adventures. The swimsuit also has UPF 50+ rating and removable cups for support and sun protection. Flaunt your figure with confidence and style this season in this Lace Up Compression Suit!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit - Black, Medium",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Black,Medium,,,Black,M
CSO010-BLK-L,variant-111,,,variant,Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit,Coppersuit,"Enjoy the beach all season long in our Lace Up Compression Suit. This sleeveless V-neck swimsuit combines chic solid color with innovative features such as copper-infused fabric, which has anti-bacterial and anti-odor properties to ensure you feel fresh all day on your water adventures. The swimsuit also has UPF 50+ rating and removable cups for support and sun protection. Flaunt your figure with confidence and style this season in this Lace Up Compression Suit!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit - Black, Large",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Black,Large,,,Black,L
CSO010-BLK-XL,variant-111,,,variant,Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit,Coppersuit,"Enjoy the beach all season long in our Lace Up Compression Suit. This sleeveless V-neck swimsuit combines chic solid color with innovative features such as copper-infused fabric, which has anti-bacterial and anti-odor properties to ensure you feel fresh all day on your water adventures. The swimsuit also has UPF 50+ rating and removable cups for support and sun protection. Flaunt your figure with confidence and style this season in this Lace Up Compression Suit!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Lace Up Compression One Piece Swimsuit - Black, X Large",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Black,X Large,,,Black,XL
CSO016-GRN-S,variant-116,,,variant,Coppersuit Women's Solid Piped Contour One Piece Swimsuit,Coppersuit,"Flaunt your best features this summer in our V-Neck Adjustable Open Back One Piece. This one piece swimsuit features removable cups to offer customizable support, while the copper-infused fabric provides anti-bacterial and anti-odor benefits, keeping you fresh all season long. With a UPF 50+ rating, this solid color swimsuit also provides protection from harmful sun rays. The adjustable open back adds an additional a stylish touch, making this swimsuit perfect for an active day at the beach.",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Piped Contour One Piece Swimsuit - Serrano Pepper, Small",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Green,Small,,,Serrano Pepper,S
CSO016-GRN-M,variant-116,,,variant,Coppersuit Women's Solid Piped Contour One Piece Swimsuit,Coppersuit,"Flaunt your best features this summer in our V-Neck Adjustable Open Back One Piece. This one piece swimsuit features removable cups to offer customizable support, while the copper-infused fabric provides anti-bacterial and anti-odor benefits, keeping you fresh all season long. With a UPF 50+ rating, this solid color swimsuit also provides protection from harmful sun rays. The adjustable open back adds an additional a stylish touch, making this swimsuit perfect for an active day at the beach.",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Piped Contour One Piece Swimsuit - Serrano Pepper, Medium",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Green,Medium,,,Serrano Pepper,M
CSO016-GRN-L,variant-116,,,variant,Coppersuit Women's Solid Piped Contour One Piece Swimsuit,Coppersuit,"Flaunt your best features this summer in our V-Neck Adjustable Open Back One Piece. This one piece swimsuit features removable cups to offer customizable support, while the copper-infused fabric provides anti-bacterial and anti-odor benefits, keeping you fresh all season long. With a UPF 50+ rating, this solid color swimsuit also provides protection from harmful sun rays. The adjustable open back adds an additional a stylish touch, making this swimsuit perfect for an active day at the beach.",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Piped Contour One Piece Swimsuit - Serrano Pepper, Large",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Green,Large,,,Serrano Pepper,L
CSO016-GRN-XL,variant-116,,,variant,Coppersuit Women's Solid Piped Contour One Piece Swimsuit,Coppersuit,"Flaunt your best features this summer in our V-Neck Adjustable Open Back One Piece. This one piece swimsuit features removable cups to offer customizable support, while the copper-infused fabric provides anti-bacterial and anti-odor benefits, keeping you fresh all season long. With a UPF 50+ rating, this solid color swimsuit also provides protection from harmful sun rays. The adjustable open back adds an additional a stylish touch, making this swimsuit perfect for an active day at the beach.",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Piped Contour One Piece Swimsuit - Serrano Pepper, X Large",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Green,X Large,,,Serrano Pepper,XL
CSO016-BLK-S,variant-116,,,variant,Coppersuit Women's Solid Piped Contour One Piece Swimsuit,Coppersuit,"Flaunt your best features this summer in our V-Neck Adjustable Open Back One Piece. This one piece swimsuit features removable cups to offer customizable support, while the copper-infused fabric provides anti-bacterial and anti-odor benefits, keeping you fresh all season long. With a UPF 50+ rating, this solid color swimsuit also provides protection from harmful sun rays. The adjustable open back adds an additional a stylish touch, making this swimsuit perfect for an active day at the beach.",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Piped Contour One Piece Swimsuit - Black, Small",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Black,Small,,,Black,S
CSO016-BLK-M,variant-116,,,variant,Coppersuit Women's Solid Piped Contour One Piece Swimsuit,Coppersuit,"Flaunt your best features this summer in our V-Neck Adjustable Open Back One Piece. This one piece swimsuit features removable cups to offer customizable support, while the copper-infused fabric provides anti-bacterial and anti-odor benefits, keeping you fresh all season long. With a UPF 50+ rating, this solid color swimsuit also provides protection from harmful sun rays. The adjustable open back adds an additional a stylish touch, making this swimsuit perfect for an active day at the beach.",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Piped Contour One Piece Swimsuit - Black, Medium",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Black,Medium,,,Black,M
CSO016-BLK-L,variant-116,,,variant,Coppersuit Women's Solid Piped Contour One Piece Swimsuit,Coppersuit,"Flaunt your best features this summer in our V-Neck Adjustable Open Back One Piece. This one piece swimsuit features removable cups to offer customizable support, while the copper-infused fabric provides anti-bacterial and anti-odor benefits, keeping you fresh all season long. With a UPF 50+ rating, this solid color swimsuit also provides protection from harmful sun rays. The adjustable open back adds an additional a stylish touch, making this swimsuit perfect for an active day at the beach.",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Piped Contour One Piece Swimsuit - Black, Large",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Black,Large,,,Black,L
CSO016-BLK-XL,variant-116,,,variant,Coppersuit Women's Solid Piped Contour One Piece Swimsuit,Coppersuit,"Flaunt your best features this summer in our V-Neck Adjustable Open Back One Piece. This one piece swimsuit features removable cups to offer customizable support, while the copper-infused fabric provides anti-bacterial and anti-odor benefits, keeping you fresh all season long. With a UPF 50+ rating, this solid color swimsuit also provides protection from harmful sun rays. The adjustable open back adds an additional a stylish touch, making this swimsuit perfect for an active day at the beach.",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Solid,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Solid Piped Contour One Piece Swimsuit - Black, X Large",Heat Transfer Logo At Center Back Neck,,,1,13,10,,0.5,Black,X Large,,,Black,XL
CSO007-MLTI-S,variant-121,,,variant,Coppersuit Women's Optical Illusion Zip Front One Piece Swimsuit,Coppersuit,"Radiate beach glamour in our Zip Front High Neck One Piece. Offering UPF 50+ rating, this one piece swimsuit is designed with copper-infused fabric as well as anti-bacterial and odor-control properties to keep you feeling fresh all day long. Removable cups and the zipper at center front will give you comfortable and secure support for all your activities in and out of the water. You'll surely radiate elegance in every wave with this swimsuit!",Nylon,Abstract,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Abstract,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Optical Illusion Zip Front One Piece Swimsuit - Optical Illusion, Small",Zipper At Center Front,,,1,13,10,,0.5,Multicolored,Small,,,Optical Illusion ,S
CSO007-MLTI-M,variant-121,,,variant,Coppersuit Women's Optical Illusion Zip Front One Piece Swimsuit,Coppersuit,"Radiate beach glamour in our Zip Front High Neck One Piece. Offering UPF 50+ rating, this one piece swimsuit is designed with copper-infused fabric as well as anti-bacterial and odor-control properties to keep you feeling fresh all day long. Removable cups and the zipper at center front will give you comfortable and secure support for all your activities in and out of the water. You'll surely radiate elegance in every wave with this swimsuit!",Nylon,Abstract,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Abstract,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Optical Illusion Zip Front One Piece Swimsuit - Optical Illusion, Medium",Zipper At Center Front,,,1,13,10,,0.5,Multicolored,Medium,,,Optical Illusion ,M
CSO007-MLTI-L,variant-121,,,variant,Coppersuit Women's Optical Illusion Zip Front One Piece Swimsuit,Coppersuit,"Radiate beach glamour in our Zip Front High Neck One Piece. Offering UPF 50+ rating, this one piece swimsuit is designed with copper-infused fabric as well as anti-bacterial and odor-control properties to keep you feeling fresh all day long. Removable cups and the zipper at center front will give you comfortable and secure support for all your activities in and out of the water. You'll surely radiate elegance in every wave with this swimsuit!",Nylon,Abstract,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Abstract,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Optical Illusion Zip Front One Piece Swimsuit - Optical Illusion, Large",Zipper At Center Front,,,1,13,10,,0.5,Multicolored,Large,,,Optical Illusion ,L
