fields.name,sku,fields.brand,fields.description,fields.material,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.country_of_origin,fields.cpsc_choking_hazard_warnings,fields.care_and_cleaning,fields.gender,fields.piece_1_apparel_material_1,fields.piece_1_pattern,fields.piece_1_pattern_group,fields.piece_2_apparel_material_1,fields.piece_2_pattern,fields.piece_2_pattern_group,fields.targeted_audience,fields.apparel_and_accessories_subtype,fields.number_of_pieces,fields.bag_linear_inches,fields.number_of_wheels,fields.protective_qualities,fields.pattern_group,fields.warranty_description,fields.bag_structure,fields.primary_item_placement,fields.maximum_weight_capacity,fields.health_and_beauty_subtype,fields.trial_or_travel_size,fields.fabric_weight_type,fields.theme,fields.material_textiles_1,fields.material_textiles_percentage_1,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.textile_construction,fields.thread_count,fields.exterior_features,fields.import_description,fields.prop_65,fields.closure_type,fields.closure_style_main_compartment,fields.handle_type,fields.material_handle,fields.material_shell,fields.inteiror_features,fields.shape,fields.construction_method,fields.soft_home_subtype,fields.material_backing_1,fields.material_backing_percentage_1,fields.material_fill_1,fields.material_fill_percentage_1,fields.package_quantity,fields.product_thickness,fields.indoor_outdoor_use,fields.art_subject,fields.artwork_medium,fields.color_tone,fields.frame_color,fields.frame_display_type,fields.orientation,fields.material_frame,fields.required_not_included,fields.hanging_style,fields.target_enabled,fields.target_posting_template,fields.target_listing_action,fields.garment_neckline_type,fields.garment_sleeve_length_type,fields.size_grouping,fields.garment_construction_details,fields.beauty_purpose,fields.hair_type,fields.includes,fields.piece_1_quantity,fields.piece_1_type,fields.piece_2_quantity,fields.piece_2_type,fields.garment_cuff_type,fields.garment_torso_length,fields.garment_fit,fields.garment_closure_type_tops,fields.legally_required_information,fields.garment_collar_type,fields.mount_type
Pardon My Fro Head Wrap,PMF0288,Pardon My Fro,"At Pardon My Fro, we are not just about hair - We're about celebrating Afro beauty, empowerment, and representation. Inspired by the captivating illustrations of our beloved dolls, we've created headwraps that not only honor the spirit of diversity and individuality but also bring a touch of whimsical charm to your everyday style. Not only does it serve as the perfect head accessory, but it can also be easily knotted and folded for alternative uses. Transform it into a chick body wrap, an elegant shawl, or a trendy belt.",Polyester,abstract,"Step into the spotlight with confidence. Our head wraps feature an array of bright and bold colors, coupled with mesmerizing prints that tell a story, your story.","Imagine wrapping your head in a cloud; that’s the unparalleled comfort you’ll experience with our super-soft, breathable, and moisture retaining fabric.","Thanks to our enforced stitching technique, our head wraps ensure a secure hold without slippage, keeping your masterpiece intact.","Designed to keep you cool, comfortable, and fabulous all day long, our head wraps are perfect for every occasion – from a busy day at work to a night out with friends, and even those laid-back at-home days.","Measure 27"" x 72"" and serve as a versatile fashion statement. Style as a headscarf, hair accessory, beach cover-up, neck scarf, belt, shirt, shawl, handbag accent, sarong cover-up, or neck bow - truly a piece of wearable art.",,no_warning_applicable,Hand wash or machine wash warm. Non-chlorine bleach when needed. Tumble dry low. Cool iron if needed.,Gender Neutral,,,,,,,Adult (18 Years and Up),Wrap Scarves,,,,,Abstract,,,,,,,Extra Lightweight,,Polyester,100.0,Tumble Dry,Machine Wash,,,,imported,Yes,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,Headbands,FULL,,,Adult General Sizing,Ventilating Fabric,Hair Styling,All Hair Types,headwrap,,,,,,,,,,,
Pardon My Fro Head Wrap,PMF0226,Pardon My Fro,"At Pardon My Fro, we are not just about hair - We're about celebrating Afro beauty, empowerment, and representation. Inspired by the captivating illustrations of our beloved dolls, we've created headwraps that not only honor the spirit of diversity and individuality but also bring a touch of whimsical charm to your everyday style. Not only does it serve as the perfect head accessory, but it can also be easily knotted and folded for alternative uses. Transform it into a chick body wrap, an elegant shawl, or a trendy belt.",Polyester,abstract,"Step into the spotlight with confidence. Our head wraps feature an array of bright and bold colors, coupled with mesmerizing prints that tell a story, your story.","Imagine wrapping your head in a cloud; that’s the unparalleled comfort you’ll experience with our super-soft, breathable, and moisture retaining fabric.","Thanks to our enforced stitching technique, our head wraps ensure a secure hold without slippage, keeping your masterpiece intact.","Designed to keep you cool, comfortable, and fabulous all day long, our head wraps are perfect for every occasion – from a busy day at work to a night out with friends, and even those laid-back at-home days.","Measure 27"" x 72"" and serve as a versatile fashion statement. Style as a headscarf, hair accessory, beach cover-up, neck scarf, belt, shirt, shawl, handbag accent, sarong cover-up, or neck bow - truly a piece of wearable art.",,no_warning_applicable,Hand wash or machine wash warm. Non-chlorine bleach when needed. Tumble dry low. Cool iron if needed.,Gender Neutral,,,,,,,Adult (18 Years and Up),Wrap Scarves,,,,,Abstract,,,,,,,Extra Lightweight,,Polyester,100.0,Tumble Dry,Machine Wash,,,,imported,Yes,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,Headbands,FULL,,,Adult General Sizing,Ventilating Fabric,Hair Styling,All Hair Types,headwrap,,,,,,,,,,,
Pardon My Fro Chiffon Duster,PMF5701,Pardon My Fro,"Elevate everyday moments with Pardon My Fro Dusters, the epitome of grace wrapped in the vibrant essence of Afrocentric artistry! A Tapestry of Culture: Each duster is a masterful fusion of design and narrative, paying homage to the rich tapestry of African culture. Wear a story, flaunt a legacy, and let every drape resonate with the rhythm of ancestral beats. Flowy & Fabulous: Experience the magic of flowy silhouettes that gracefully trail behind you. Crafted for those who appreciate comfort without compromising on style, our dusters are the ultimate addition to any outfit, seamlessly transitioning from daytime elegance to nighttime glam. Unapologetic Allure: Dance to your own rhythm, stride with confidence, and let our dusters accentuate every move. Be the vibrant masterpiece amidst monotones, making an unapologetic statement wherever you go.",Polyester,Silhouette,Non-stretch woven chiffon with printed back,"Open front with long, raglan sleeves.",Banded neckline with grommet detail.,Loose-fitting: generously sized for ease of movement and fabric drape.,Straight hemline,,,,Gender Neutral,100% Polyester,,,,,,Adult (18 Years and Up),Robes,,,,,Figures,,,,,,,Midweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,1.0,One Piece Pajamas,FULL,Deep V Neck,Long Sleeve,Womens,,,,,,,,,,,Loose Fit,Front Tie,Adult Garment,,
Pardon My Fro Chiffon Duster,PMF5718,Pardon My Fro,"Elevate everyday moments with Pardon My Fro Dusters, the epitome of grace wrapped in the vibrant essence of Afrocentric artistry! A Tapestry of Culture: Each duster is a masterful fusion of design and narrative, paying homage to the rich tapestry of African culture. Wear a story, flaunt a legacy, and let every drape resonate with the rhythm of ancestral beats. Flowy & Fabulous: Experience the magic of flowy silhouettes that gracefully trail behind you. Crafted for those who appreciate comfort without compromising on style, our dusters are the ultimate addition to any outfit, seamlessly transitioning from daytime elegance to nighttime glam. Unapologetic Allure: Dance to your own rhythm, stride with confidence, and let our dusters accentuate every move. Be the vibrant masterpiece amidst monotones, making an unapologetic statement wherever you go.",Polyester,Silhouette,Non-stretch woven chiffon with printed back,"Open front with long, raglan sleeves.",Banded neckline with grommet detail.,Loose-fitting: generously sized for ease of movement and fabric drape.,Straight hemline,,,,Gender Neutral,100% Polyester,,,,,,Adult (18 Years and Up),Robes,,,,,Figures,,,,,,,Midweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,1.0,One Piece Pajamas,FULL,Deep V Neck,Long Sleeve,Womens,,,,,,,,,,,Loose Fit,Front Tie,Adult Garment,,
Pardon My Fro Chiffon Duster,PMF5725,Pardon My Fro,"Elevate everyday moments with Pardon My Fro Dusters, the epitome of grace wrapped in the vibrant essence of Afrocentric artistry! A Tapestry of Culture: Each duster is a masterful fusion of design and narrative, paying homage to the rich tapestry of African culture. Wear a story, flaunt a legacy, and let every drape resonate with the rhythm of ancestral beats. Flowy & Fabulous: Experience the magic of flowy silhouettes that gracefully trail behind you. Crafted for those who appreciate comfort without compromising on style, our dusters are the ultimate addition to any outfit, seamlessly transitioning from daytime elegance to nighttime glam. Unapologetic Allure: Dance to your own rhythm, stride with confidence, and let our dusters accentuate every move. Be the vibrant masterpiece amidst monotones, making an unapologetic statement wherever you go.",Polyester,Silhouette,Non-stretch woven chiffon with printed back,"Open front with long, raglan sleeves.",Banded neckline with grommet detail.,Loose-fitting: generously sized for ease of movement and fabric drape.,Straight hemline,,,,Gender Neutral,100% Polyester,,,,,,Adult (18 Years and Up),Robes,,,,,Figures,,,,,,,Midweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,1.0,One Piece Pajamas,FULL,Deep V Neck,Long Sleeve,Womens,,,,,,,,,,,Loose Fit,Front Tie,Adult Garment,,
Pardon My Fro Chiffon Duster,PMF5794,Pardon My Fro,"Elevate everyday moments with Pardon My Fro Dusters, the epitome of grace wrapped in the vibrant essence of Afrocentric artistry! A Tapestry of Culture: Each duster is a masterful fusion of design and narrative, paying homage to the rich tapestry of African culture. Wear a story, flaunt a legacy, and let every drape resonate with the rhythm of ancestral beats. Flowy & Fabulous: Experience the magic of flowy silhouettes that gracefully trail behind you. Crafted for those who appreciate comfort without compromising on style, our dusters are the ultimate addition to any outfit, seamlessly transitioning from daytime elegance to nighttime glam. Unapologetic Allure: Dance to your own rhythm, stride with confidence, and let our dusters accentuate every move. Be the vibrant masterpiece amidst monotones, making an unapologetic statement wherever you go.",Polyester,Silhouette,Non-stretch woven chiffon with printed back,"Open front with long, raglan sleeves.",Banded neckline with grommet detail.,Loose-fitting: generously sized for ease of movement and fabric drape.,Straight hemline,,,,Gender Neutral,100% Polyester,,,,,,Adult (18 Years and Up),Robes,,,,,Figures,,,,,,,Midweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,1.0,One Piece Pajamas,FULL,Deep V Neck,Long Sleeve,Womens,,,,,,,,,,,Loose Fit,Front Tie,Adult Garment,,
Pardon My Fro Women's Trench Coat,PMF5046,Pardon My Fro,"Stay ahead of the fashion curve with Pardon My Fro Trench Coats, where chic meets unparalleled comfort! Our coats encapsulate the art of bold self-expression, enabling you to step out with confidence and flair, making every sidewalk your runway. Drenched in Artistry: Immerse yourself in the striking, artistic prints that breathe life into these exceptional coats. Each design, inspired by the eclectic and vibrant spirit of Afrocentric culture, tells a compelling story of heritage, strength, and elegance. With Pardon My Fro, your outerwear is not just apparel, it's a canvas. Crafted for You: Quality and comfort are non-negotiable. Every trench is meticulously crafted with precision, ensuring not just a garment, but an experience. The fabric whispers against your skin with gentleness, while the sturdy construction promises longevity. It's an investment in your statement style. Stand Out Unapologetically: Why blend in when you were born to stand out? Slip into a Pardon My Fro Trench Coat and let the world see you in all your unparalleled glory. It's more than a coat, it's a celebration of your unyielding spirit and unique identity.",Polyester,Silhouette,Solid windbreaker fabrication with printed mesh border.,"Semi-fitted: somewhat close to the body, but cut for ease of movement and fabric drape.","Lightweight, double-breasted style with gold buttons and belted waistline.","Large, oversized hood and nitch collar",Long sleeves with gold button cuffs,,,,Gender Neutral,Polyester,,,,,,Adult (18 Years and Up),Trench Coats,,,,,Figures,,,,,,,Lightweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Coats and Jackets,FULL,,Long Sleeve,Womens,,,,,,,,,Single Cuff,At Waist,Standard Fit,Front Tie,,Hooded Collar,
Pardon My Fro Women's Trench Coat,PMF5060,Pardon My Fro,"Stay ahead of the fashion curve with Pardon My Fro Trench Coats, where chic meets unparalleled comfort! Our coats encapsulate the art of bold self-expression, enabling you to step out with confidence and flair, making every sidewalk your runway. Drenched in Artistry: Immerse yourself in the striking, artistic prints that breathe life into these exceptional coats. Each design, inspired by the eclectic and vibrant spirit of Afrocentric culture, tells a compelling story of heritage, strength, and elegance. With Pardon My Fro, your outerwear is not just apparel, it's a canvas. Crafted for You: Quality and comfort are non-negotiable. Every trench is meticulously crafted with precision, ensuring not just a garment, but an experience. The fabric whispers against your skin with gentleness, while the sturdy construction promises longevity. It's an investment in your statement style. Stand Out Unapologetically: Why blend in when you were born to stand out? Slip into a Pardon My Fro Trench Coat and let the world see you in all your unparalleled glory. It's more than a coat, it's a celebration of your unyielding spirit and unique identity.",Polyester,Silhouette,Solid windbreaker fabrication with printed mesh border.,"Semi-fitted: somewhat close to the body, but cut for ease of movement and fabric drape.","Lightweight, double-breasted style with gold buttons and belted waistline.","Large, oversized hood and nitch collar",Long sleeves with gold button cuffs,,,,Gender Neutral,Polyester,,,,,,Adult (18 Years and Up),Trench Coats,,,,,Figures,,,,,,,Lightweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Coats and Jackets,FULL,,Long Sleeve,Womens,,,,,,,,,Single Cuff,At Waist,Standard Fit,Front Tie,,Hooded Collar,
Pardon My Fro Women's Trench Coat,PMF5053,Pardon My Fro,"Stay ahead of the fashion curve with Pardon My Fro Trench Coats, where chic meets unparalleled comfort! Our coats encapsulate the art of bold self-expression, enabling you to step out with confidence and flair, making every sidewalk your runway. Drenched in Artistry: Immerse yourself in the striking, artistic prints that breathe life into these exceptional coats. Each design, inspired by the eclectic and vibrant spirit of Afrocentric culture, tells a compelling story of heritage, strength, and elegance. With Pardon My Fro, your outerwear is not just apparel, it's a canvas. Crafted for You: Quality and comfort are non-negotiable. Every trench is meticulously crafted with precision, ensuring not just a garment, but an experience. The fabric whispers against your skin with gentleness, while the sturdy construction promises longevity. It's an investment in your statement style. Stand Out Unapologetically: Why blend in when you were born to stand out? Slip into a Pardon My Fro Trench Coat and let the world see you in all your unparalleled glory. It's more than a coat, it's a celebration of your unyielding spirit and unique identity.",Polyester,Silhouette,Solid windbreaker fabrication with printed mesh border.,"Semi-fitted: somewhat close to the body, but cut for ease of movement and fabric drape.","Lightweight, double-breasted style with gold buttons and belted waistline.","Large, oversized hood and nitch collar",Long sleeves with gold button cuffs,,,,Gender Neutral,Polyester,,,,,,Adult (18 Years and Up),Trench Coats,,,,,Figures,,,,,,,Lightweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Coats and Jackets,FULL,,Long Sleeve,Womens,,,,,,,,,Single Cuff,At Waist,Standard Fit,Front Tie,,Hooded Collar,
Pardon My Fro Women's Trench Coat,PMF5084,Pardon My Fro,"Stay ahead of the fashion curve with Pardon My Fro Trench Coats, where chic meets unparalleled comfort! Our coats encapsulate the art of bold self-expression, enabling you to step out with confidence and flair, making every sidewalk your runway. Drenched in Artistry: Immerse yourself in the striking, artistic prints that breathe life into these exceptional coats. Each design, inspired by the eclectic and vibrant spirit of Afrocentric culture, tells a compelling story of heritage, strength, and elegance. With Pardon My Fro, your outerwear is not just apparel, it's a canvas. Crafted for You: Quality and comfort are non-negotiable. Every trench is meticulously crafted with precision, ensuring not just a garment, but an experience. The fabric whispers against your skin with gentleness, while the sturdy construction promises longevity. It's an investment in your statement style. Stand Out Unapologetically: Why blend in when you were born to stand out? Slip into a Pardon My Fro Trench Coat and let the world see you in all your unparalleled glory. It's more than a coat, it's a celebration of your unyielding spirit and unique identity.",Polyester,Silhouette,Solid windbreaker fabrication with printed mesh border.,"Semi-fitted: somewhat close to the body, but cut for ease of movement and fabric drape.","Lightweight, double-breasted style with gold buttons and belted waistline.","Large, oversized hood and nitch collar",Long sleeves with gold button cuffs,,,,Gender Neutral,Polyester,,,,,,Adult (18 Years and Up),Trench Coats,,,,,Figures,,,,,,,Lightweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Coats and Jackets,FULL,,Long Sleeve,Womens,,,,,,,,,Single Cuff,At Waist,Standard Fit,Front Tie,,Hooded Collar,
Pardon My Fro Women's Trench Coat,PMF5114,Pardon My Fro,"Stay ahead of the fashion curve with Pardon My Fro Trench Coats, where chic meets unparalleled comfort! Our coats encapsulate the art of bold self-expression, enabling you to step out with confidence and flair, making every sidewalk your runway. Drenched in Artistry: Immerse yourself in the striking, artistic prints that breathe life into these exceptional coats. Each design, inspired by the eclectic and vibrant spirit of Afrocentric culture, tells a compelling story of heritage, strength, and elegance. With Pardon My Fro, your outerwear is not just apparel, it's a canvas. Crafted for You: Quality and comfort are non-negotiable. Every trench is meticulously crafted with precision, ensuring not just a garment, but an experience. The fabric whispers against your skin with gentleness, while the sturdy construction promises longevity. It's an investment in your statement style. Stand Out Unapologetically: Why blend in when you were born to stand out? Slip into a Pardon My Fro Trench Coat and let the world see you in all your unparalleled glory. It's more than a coat, it's a celebration of your unyielding spirit and unique identity.",Polyester,Silhouette,Solid windbreaker fabrication with printed mesh border.,"Semi-fitted: somewhat close to the body, but cut for ease of movement and fabric drape.","Lightweight, double-breasted style with gold buttons and belted waistline.","Large, oversized hood and nitch collar",Long sleeves with gold button cuffs,,,,Gender Neutral,Polyester,,,,,,Adult (18 Years and Up),Trench Coats,,,,,Figures,,,,,,,Lightweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Coats and Jackets,FULL,,Long Sleeve,Womens,,,,,,,,,Single Cuff,At Waist,Standard Fit,Front Tie,,Hooded Collar,
Pardon My Fro Women's Trench Coat,PMF5091,Pardon My Fro,"Stay ahead of the fashion curve with Pardon My Fro Trench Coats, where chic meets unparalleled comfort! Our coats encapsulate the art of bold self-expression, enabling you to step out with confidence and flair, making every sidewalk your runway. Drenched in Artistry: Immerse yourself in the striking, artistic prints that breathe life into these exceptional coats. Each design, inspired by the eclectic and vibrant spirit of Afrocentric culture, tells a compelling story of heritage, strength, and elegance. With Pardon My Fro, your outerwear is not just apparel, it's a canvas. Crafted for You: Quality and comfort are non-negotiable. Every trench is meticulously crafted with precision, ensuring not just a garment, but an experience. The fabric whispers against your skin with gentleness, while the sturdy construction promises longevity. It's an investment in your statement style. Stand Out Unapologetically: Why blend in when you were born to stand out? Slip into a Pardon My Fro Trench Coat and let the world see you in all your unparalleled glory. It's more than a coat, it's a celebration of your unyielding spirit and unique identity.",Polyester,Silhouette,Solid windbreaker fabrication with printed mesh border.,"Semi-fitted: somewhat close to the body, but cut for ease of movement and fabric drape.","Lightweight, double-breasted style with gold buttons and belted waistline.","Large, oversized hood and nitch collar",Long sleeves with gold button cuffs,,,,Gender Neutral,Polyester,,,,,,Adult (18 Years and Up),Trench Coats,,,,,Figures,,,,,,,Lightweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Coats and Jackets,FULL,,Long Sleeve,Womens,,,,,,,,,Single Cuff,At Waist,Standard Fit,Front Tie,,Hooded Collar,
Pardon My Fro Women's Trench Coat,PMF5121,Pardon My Fro,"Stay ahead of the fashion curve with Pardon My Fro Trench Coats, where chic meets unparalleled comfort! Our coats encapsulate the art of bold self-expression, enabling you to step out with confidence and flair, making every sidewalk your runway. Drenched in Artistry: Immerse yourself in the striking, artistic prints that breathe life into these exceptional coats. Each design, inspired by the eclectic and vibrant spirit of Afrocentric culture, tells a compelling story of heritage, strength, and elegance. With Pardon My Fro, your outerwear is not just apparel, it's a canvas. Crafted for You: Quality and comfort are non-negotiable. Every trench is meticulously crafted with precision, ensuring not just a garment, but an experience. The fabric whispers against your skin with gentleness, while the sturdy construction promises longevity. It's an investment in your statement style. Stand Out Unapologetically: Why blend in when you were born to stand out? Slip into a Pardon My Fro Trench Coat and let the world see you in all your unparalleled glory. It's more than a coat, it's a celebration of your unyielding spirit and unique identity.",Polyester,Silhouette,Solid windbreaker fabrication with printed mesh border.,"Semi-fitted: somewhat close to the body, but cut for ease of movement and fabric drape.","Lightweight, double-breasted style with gold buttons and belted waistline.","Large, oversized hood and nitch collar",Long sleeves with gold button cuffs,,,,Gender Neutral,Polyester,,,,,,Adult (18 Years and Up),Trench Coats,,,,,Figures,,,,,,,Lightweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Coats and Jackets,FULL,,Long Sleeve,Womens,,,,,,,,,Single Cuff,At Waist,Standard Fit,Front Tie,,Hooded Collar,
Pardon My Fro Women's Trench Coat,PMF5145,Pardon My Fro,"Stay ahead of the fashion curve with Pardon My Fro Trench Coats, where chic meets unparalleled comfort! Our coats encapsulate the art of bold self-expression, enabling you to step out with confidence and flair, making every sidewalk your runway. Drenched in Artistry: Immerse yourself in the striking, artistic prints that breathe life into these exceptional coats. Each design, inspired by the eclectic and vibrant spirit of Afrocentric culture, tells a compelling story of heritage, strength, and elegance. With Pardon My Fro, your outerwear is not just apparel, it's a canvas. Crafted for You: Quality and comfort are non-negotiable. Every trench is meticulously crafted with precision, ensuring not just a garment, but an experience. The fabric whispers against your skin with gentleness, while the sturdy construction promises longevity. It's an investment in your statement style. Stand Out Unapologetically: Why blend in when you were born to stand out? Slip into a Pardon My Fro Trench Coat and let the world see you in all your unparalleled glory. It's more than a coat, it's a celebration of your unyielding spirit and unique identity.",Polyester,Silhouette,Solid windbreaker fabrication with printed mesh border.,"Semi-fitted: somewhat close to the body, but cut for ease of movement and fabric drape.","Lightweight, double-breasted style with gold buttons and belted waistline.","Large, oversized hood and nitch collar",Long sleeves with gold button cuffs,,,,Gender Neutral,Polyester,,,,,,Adult (18 Years and Up),Trench Coats,,,,,Figures,,,,,,,Lightweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Coats and Jackets,FULL,,Long Sleeve,Womens,,,,,,,,,Single Cuff,At Waist,Standard Fit,Front Tie,,Hooded Collar,
Pardon My Fro Women's Trench Coat,PMF5138,Pardon My Fro,"Stay ahead of the fashion curve with Pardon My Fro Trench Coats, where chic meets unparalleled comfort! Our coats encapsulate the art of bold self-expression, enabling you to step out with confidence and flair, making every sidewalk your runway. Drenched in Artistry: Immerse yourself in the striking, artistic prints that breathe life into these exceptional coats. Each design, inspired by the eclectic and vibrant spirit of Afrocentric culture, tells a compelling story of heritage, strength, and elegance. With Pardon My Fro, your outerwear is not just apparel, it's a canvas. Crafted for You: Quality and comfort are non-negotiable. Every trench is meticulously crafted with precision, ensuring not just a garment, but an experience. The fabric whispers against your skin with gentleness, while the sturdy construction promises longevity. It's an investment in your statement style. Stand Out Unapologetically: Why blend in when you were born to stand out? Slip into a Pardon My Fro Trench Coat and let the world see you in all your unparalleled glory. It's more than a coat, it's a celebration of your unyielding spirit and unique identity.",Polyester,Silhouette,Solid windbreaker fabrication with printed mesh border.,"Semi-fitted: somewhat close to the body, but cut for ease of movement and fabric drape.","Lightweight, double-breasted style with gold buttons and belted waistline.","Large, oversized hood and nitch collar",Long sleeves with gold button cuffs,,,,Gender Neutral,Polyester,,,,,,Adult (18 Years and Up),Trench Coats,,,,,Figures,,,,,,,Lightweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Coats and Jackets,FULL,,Long Sleeve,Womens,,,,,,,,,Single Cuff,At Waist,Standard Fit,Front Tie,,Hooded Collar,
Pardon My Fro Women's Trench Coat,PMF5169,Pardon My Fro,"Stay ahead of the fashion curve with Pardon My Fro Trench Coats, where chic meets unparalleled comfort! Our coats encapsulate the art of bold self-expression, enabling you to step out with confidence and flair, making every sidewalk your runway. Drenched in Artistry: Immerse yourself in the striking, artistic prints that breathe life into these exceptional coats. Each design, inspired by the eclectic and vibrant spirit of Afrocentric culture, tells a compelling story of heritage, strength, and elegance. With Pardon My Fro, your outerwear is not just apparel, it's a canvas. Crafted for You: Quality and comfort are non-negotiable. Every trench is meticulously crafted with precision, ensuring not just a garment, but an experience. The fabric whispers against your skin with gentleness, while the sturdy construction promises longevity. It's an investment in your statement style. Stand Out Unapologetically: Why blend in when you were born to stand out? Slip into a Pardon My Fro Trench Coat and let the world see you in all your unparalleled glory. It's more than a coat, it's a celebration of your unyielding spirit and unique identity.",Polyester,Silhouette,Solid windbreaker fabrication with printed mesh border.,"Semi-fitted: somewhat close to the body, but cut for ease of movement and fabric drape.","Lightweight, double-breasted style with gold buttons and belted waistline.","Large, oversized hood and nitch collar",Long sleeves with gold button cuffs,,,,Gender Neutral,Polyester,,,,,,Adult (18 Years and Up),Trench Coats,,,,,Figures,,,,,,,Lightweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Coats and Jackets,FULL,,Long Sleeve,Womens,,,,,,,,,Single Cuff,At Waist,Standard Fit,Front Tie,,Hooded Collar,
Pardon My Fro Women's Trench Coat,PMF5183,Pardon My Fro,"Stay ahead of the fashion curve with Pardon My Fro Trench Coats, where chic meets unparalleled comfort! Our coats encapsulate the art of bold self-expression, enabling you to step out with confidence and flair, making every sidewalk your runway. Drenched in Artistry: Immerse yourself in the striking, artistic prints that breathe life into these exceptional coats. Each design, inspired by the eclectic and vibrant spirit of Afrocentric culture, tells a compelling story of heritage, strength, and elegance. With Pardon My Fro, your outerwear is not just apparel, it's a canvas. Crafted for You: Quality and comfort are non-negotiable. Every trench is meticulously crafted with precision, ensuring not just a garment, but an experience. The fabric whispers against your skin with gentleness, while the sturdy construction promises longevity. It's an investment in your statement style. Stand Out Unapologetically: Why blend in when you were born to stand out? Slip into a Pardon My Fro Trench Coat and let the world see you in all your unparalleled glory. It's more than a coat, it's a celebration of your unyielding spirit and unique identity.",Polyester,Silhouette,Solid windbreaker fabrication with printed mesh border.,"Semi-fitted: somewhat close to the body, but cut for ease of movement and fabric drape.","Lightweight, double-breasted style with gold buttons and belted waistline.","Large, oversized hood and nitch collar",Long sleeves with gold button cuffs,,,,Gender Neutral,Polyester,,,,,,Adult (18 Years and Up),Trench Coats,,,,,Figures,,,,,,,Lightweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Coats and Jackets,FULL,,Long Sleeve,Womens,,,,,,,,,Single Cuff,At Waist,Standard Fit,Front Tie,,Hooded Collar,
Pardon My Fro Women's Trench Coat,PMF5176,Pardon My Fro,"Stay ahead of the fashion curve with Pardon My Fro Trench Coats, where chic meets unparalleled comfort! Our coats encapsulate the art of bold self-expression, enabling you to step out with confidence and flair, making every sidewalk your runway. Drenched in Artistry: Immerse yourself in the striking, artistic prints that breathe life into these exceptional coats. Each design, inspired by the eclectic and vibrant spirit of Afrocentric culture, tells a compelling story of heritage, strength, and elegance. With Pardon My Fro, your outerwear is not just apparel, it's a canvas. Crafted for You: Quality and comfort are non-negotiable. Every trench is meticulously crafted with precision, ensuring not just a garment, but an experience. The fabric whispers against your skin with gentleness, while the sturdy construction promises longevity. It's an investment in your statement style. Stand Out Unapologetically: Why blend in when you were born to stand out? Slip into a Pardon My Fro Trench Coat and let the world see you in all your unparalleled glory. It's more than a coat, it's a celebration of your unyielding spirit and unique identity.",Polyester,Silhouette,Solid windbreaker fabrication with printed mesh border.,"Semi-fitted: somewhat close to the body, but cut for ease of movement and fabric drape.","Lightweight, double-breasted style with gold buttons and belted waistline.","Large, oversized hood and nitch collar",Long sleeves with gold button cuffs,,,,Gender Neutral,Polyester,,,,,,Adult (18 Years and Up),Trench Coats,,,,,Figures,,,,,,,Lightweight Fabric,,,,Tumble Dry,Machine Wash,,,,imported,Yes,Front Tie,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Coats and Jackets,FULL,,Long Sleeve,Womens,,,,,,,,,Single Cuff,At Waist,Standard Fit,Front Tie,,Hooded Collar,
